gene,score,logfoldchange,pval,pval_adj,significant
LIVAR,0.0,0.26087904,1.0,1.0,False
NCKAP5-AS1,0.0,0.0,1.0,1.0,False
AC005482.1,0.0,0.0,1.0,1.0,False
AL138767.2,0.0,0.8763188,1.0,1.0,False
AC092168.3,0.0,0.0,1.0,1.0,False
AC092168.2,0.0,0.0,1.0,1.0,False
IGKV1-6,0.0,0.0,1.0,1.0,False
DLX6,0.0,0.0,1.0,1.0,False
LINC02443,0.0,0.0,1.0,1.0,False
ELN-AS1,0.0,0.0,1.0,1.0,False
AP000844.2,0.0,0.0,1.0,1.0,False
TAS2R8,0.0,0.07739469,1.0,1.0,False
AL162388.2,0.0,0.22294185,1.0,1.0,False
SMIM21,0.0,0.0,1.0,1.0,False
AC090457.1,0.0,0.0,1.0,1.0,False
AL355432.1,0.0,0.8305857,1.0,1.0,False
AC079896.1,0.0,0.0,1.0,1.0,False
AL138759.1,0.0,0.46748102,1.0,1.0,False
BHLHE41,0.0,0.28272808,1.0,1.0,False
AC022509.3,0.0,0.0,1.0,1.0,False
AC055720.1,0.0,0.13396569,1.0,1.0,False
AC099654.15,0.0,0.0,1.0,1.0,False
AC237221.1,0.0,0.11222016,1.0,1.0,False
ZNF716,0.0,0.18601564,1.0,1.0,False
AP003031.1,0.0,0.1297781,1.0,1.0,False
DPP10-AS3,0.0,0.2038897,1.0,1.0,False
LINC02468,0.0,0.0,1.0,1.0,False
AC129102.1,0.0,0.0,1.0,1.0,False
TUBA3E,0.0,0.3009695,1.0,1.0,False
AMER3,0.0,0.0,1.0,1.0,False
AL365434.1,0.0,0.0,1.0,1.0,False
IGKV2-24,0.0,0.0,1.0,1.0,False
IGKV2-26,0.0,0.0,1.0,1.0,False
IGKV1-27,0.0,0.0,1.0,1.0,False
IGKV1-39,0.0,0.0,1.0,1.0,False
IGKV1D-39,0.0,0.0,1.0,1.0,False
AC011754.1,0.0,0.49773443,1.0,1.0,False
AC010975.1,0.0,0.7180671,1.0,1.0,False
GNG14,0.0,0.0,1.0,1.0,False
AL389885.1,0.0,0.0,1.0,1.0,False
AC018648.1,0.0,0.0,1.0,1.0,False
CCDC184,0.0,0.0,1.0,1.0,False
AC006960.3,0.0,0.013847227,1.0,1.0,False
TRGVA,0.0,0.0,1.0,1.0,False
ONECUT2,0.0,0.47172654,1.0,1.0,False
LINC01929,0.0,0.0,1.0,1.0,False
AC006305.3,0.0,0.11738887,1.0,1.0,False
CBARP,0.0,0.50130266,1.0,1.0,False
WASIR1,0.0,0.0,1.0,1.0,False
AL391845.2,0.0,0.0,1.0,1.0,False
U52112.1,0.0,0.0,1.0,1.0,False
AP000941.1,0.0,0.0,1.0,1.0,False
AC073130.1,0.0,0.0,1.0,1.0,False
LINC01400,0.0,0.0,1.0,1.0,False
AC073188.2,0.0,0.0,1.0,1.0,False
AC007671.1,0.0,0.0,1.0,1.0,False
LINC01450,0.0,0.885116,1.0,1.0,False
LINC01448,0.0,0.0528869,1.0,1.0,False
AP001972.2,0.0,0.5191054,1.0,1.0,False
ASB10,0.0,0.0,1.0,1.0,False
PRR15,0.0,0.068261035,1.0,1.0,False
CT66,0.0,0.0,1.0,1.0,False
AP002340.1,0.0,0.10224526,1.0,1.0,False
OR8B8,0.0,0.0,1.0,1.0,False
FAM224A,0.0,0.0,1.0,1.0,False
ANKRD65,0.0,0.0,1.0,1.0,False
VWA1,0.0,0.0,1.0,1.0,False
LINC01594,0.0,0.10177441,1.0,1.0,False
AC016683.1,0.0,0.06650821,1.0,1.0,False
LINC01927,0.0,0.115364045,1.0,1.0,False
AC018529.1,0.0,0.0,1.0,1.0,False
AC116666.1,0.0,0.0,1.0,1.0,False
LINC01346,0.0,0.0,1.0,1.0,False
MMP8,0.0,0.0,1.0,1.0,False
MBD3L1,0.0,0.077868745,1.0,1.0,False
CTXN1,0.0,0.0,1.0,1.0,False
IL36G,0.0,0.0,1.0,1.0,False
AP004606.1,0.0,0.0,1.0,1.0,False
CCL19,0.0,0.0,1.0,1.0,False
HSFX4,0.0,0.62603366,1.0,1.0,False
AL031848.1,0.0,0.0887731,1.0,1.0,False
TTLL10-AS1,0.0,0.0,1.0,1.0,False
TRBJ1-4,0.0,0.17776959,1.0,1.0,False
AC002465.1,0.0,0.0,1.0,1.0,False
AP000757.2,0.0,0.0,1.0,1.0,False
POU3F3,0.0,0.07874236,1.0,1.0,False
RAX2,0.0,0.10164633,1.0,1.0,False
PRY2,0.0,0.0,1.0,1.0,False
DAZ1,0.0,0.0,1.0,1.0,False
AC007938.1,0.0,0.0,1.0,1.0,False
TRBV12-5,0.0,0.0,1.0,1.0,False
AC006159.1,0.0,0.015348026,1.0,1.0,False
AC016902.1,0.0,0.0,1.0,1.0,False
NCAM1-AS1,0.0,0.0,1.0,1.0,False
AC011005.1,0.0,0.0,1.0,1.0,False
AC073409.2,0.0,0.0,1.0,1.0,False
AL589702.1,0.0,0.0,1.0,1.0,False
AC092745.1,0.0,0.18552265,1.0,1.0,False
DPPA3,0.0,0.23454185,1.0,1.0,False
AL844175.1,0.0,0.48780775,1.0,1.0,False
TMEM210,0.0,0.0,1.0,1.0,False
INTS6L-AS1,0.0,0.0,1.0,1.0,False
SAGE1,0.0,0.0,1.0,1.0,False
LINC02243,0.0,0.0,1.0,1.0,False
AC002407.1,0.0,0.07098479,1.0,1.0,False
AC079154.1,0.0,0.5530589,1.0,1.0,False
GABRE,0.0,0.066899024,1.0,1.0,False
U47924.1,0.0,0.22427826,1.0,1.0,False
PON3,0.0,0.1422199,1.0,1.0,False
LINC02780,0.0,-0.026623402,1.0,1.0,False
LINC01646,0.0,0.0,1.0,1.0,False
VSIG10L2,0.0,0.0,1.0,1.0,False
AC073342.2,0.0,0.0,1.0,1.0,False
OCM2,0.0,0.32060128,1.0,1.0,False
LINC02684,0.0,0.0,1.0,1.0,False
AP002768.1,0.0,0.0,1.0,1.0,False
CTAGE15,0.0,0.014004728,1.0,1.0,False
AP003025.2,0.0,0.88028985,1.0,1.0,False
IGKV1-9,0.0,0.0,1.0,1.0,False
PATE4,0.0,0.0,1.0,1.0,False
OR7D2,0.0,0.2327352,1.0,1.0,False
AC114341.1,0.0,1.3145831,1.0,1.0,False
AC013457.1,0.0,0.0,1.0,1.0,False
AL157400.1,0.0,0.15510158,1.0,1.0,False
AC018445.1,0.0,0.0,1.0,1.0,False
AC018445.6,0.0,0.0,1.0,1.0,False
AC018866.1,0.0,0.17494489,1.0,1.0,False
LINC02529,0.0,0.0,1.0,1.0,False
AL023581.2,0.0,0.0,1.0,1.0,False
AC112481.2,0.0,0.083625056,1.0,1.0,False
MAGEB17,0.0,0.12975974,1.0,1.0,False
AL445933.2,0.0,0.0,1.0,1.0,False
AC096540.1,0.0,0.0,1.0,1.0,False
AC098484.1,0.0,0.24523114,1.0,1.0,False
OR8S1,0.0,0.0,1.0,1.0,False
CR559946.2,0.0,0.0,1.0,1.0,False
RASSF9,0.0,0.121945746,1.0,1.0,False
AC079598.1,0.0,0.0,1.0,1.0,False
FGF19,0.0,0.0,1.0,1.0,False
AC073636.1,0.0,0.28422117,1.0,1.0,False
SLC25A52,0.0,0.43781623,1.0,1.0,False
IFNW1,0.0,0.0,1.0,1.0,False
IGKV1-12,0.0,0.0,1.0,1.0,False
AC011611.2,0.0,0.0,1.0,1.0,False
AC011611.3,0.0,0.0,1.0,1.0,False
AC112495.1,0.0,0.0,1.0,1.0,False
AL732437.2,0.0,0.0,1.0,1.0,False
AC117945.1,0.0,0.0,1.0,1.0,False
AC100810.7,0.0,0.29328358,1.0,1.0,False
AL928596.1,0.0,0.0,1.0,1.0,False
FAM110D,0.0,0.17585546,1.0,1.0,False
FAM155B,0.0,0.0,1.0,1.0,False
NLRP2B,0.0,0.0,1.0,1.0,False
SYNJ2-IT1,0.0,0.37686637,1.0,1.0,False
AC011601.1,0.0,0.0,1.0,1.0,False
AC008737.1,0.0,0.59564734,1.0,1.0,False
SLIT1-AS1,0.0,0.0,1.0,1.0,False
AC002056.2,0.0,0.0,1.0,1.0,False
ASDURF,0.0,0.0,1.0,1.0,False
AC009803.2,0.0,0.0,1.0,1.0,False
AC022239.2,0.0,0.0,1.0,1.0,False
TMEM151A,0.0,0.0,1.0,1.0,False
COL3A1,0.0,0.28701884,1.0,1.0,False
AC090912.2,0.0,0.0,1.0,1.0,False
NKX2-3,0.0,0.0,1.0,1.0,False
AC091043.1,0.0,0.21669449,1.0,1.0,False
AC073973.1,0.0,0.46428385,1.0,1.0,False
AP005242.3,0.0,0.0,1.0,1.0,False
AP005242.1,0.0,0.25838277,1.0,1.0,False
AP002505.3,0.0,0.0,1.0,1.0,False
CALHM5,0.0,0.0,1.0,1.0,False
CBLL2,0.0,0.0,1.0,1.0,False
LINC02753,0.0,0.0,1.0,1.0,False
AC019257.9,0.0,0.0,1.0,1.0,False
TBXT,0.0,0.0,1.0,1.0,False
LINC00857,0.0,0.0,1.0,1.0,False
ROS1,0.0,0.07873433,1.0,1.0,False
IGLV1-40,0.0,0.0,1.0,1.0,False
LINC02424,0.0,0.23926052,1.0,1.0,False
AC063948.1,0.0,0.0,1.0,1.0,False
GPR152,0.0,0.14052594,1.0,1.0,False
AC023161.1,0.0,0.9261982,1.0,1.0,False
AC009498.1,0.0,0.0,1.0,1.0,False
LINC00668,0.0,0.0,1.0,1.0,False
AC007922.4,0.0,1.026087,1.0,1.0,False
AC012366.1,0.0,0.0,1.0,1.0,False
AL031593.1,0.0,-0.16213691,1.0,1.0,False
LINC00709,0.0,0.0,1.0,1.0,False
AL354916.1,0.0,0.0,1.0,1.0,False
BX088723.1,0.0,0.0,1.0,1.0,False
SMPX,0.0,1.4357551,1.0,1.0,False
AC121757.1,0.0,0.0,1.0,1.0,False
KRT83,0.0,0.0,1.0,1.0,False
AC055736.1,0.0,0.0,1.0,1.0,False
AC008060.1,0.0,0.0,1.0,1.0,False
AC002480.1,0.0,0.0,1.0,1.0,False
ANKRD33,0.0,0.0,1.0,1.0,False
C12orf80,0.0,0.11281569,1.0,1.0,False
CYP2C9,0.0,0.0,1.0,1.0,False
AC005034.2,0.0,0.6168927,1.0,1.0,False
TBX10,0.0,0.0,1.0,1.0,False
CCN2,0.0,0.0,1.0,1.0,False
AL356859.1,0.0,0.50537175,1.0,1.0,False
AC068408.2,0.0,0.0,1.0,1.0,False
AC117569.2,0.0,0.025245367,1.0,1.0,False
FRZB,0.0,0.0,1.0,1.0,False
AC099845.1,0.0,0.0,1.0,1.0,False
AC020612.3,0.0,0.0,1.0,1.0,False
AC007036.3,0.0,0.0,1.0,1.0,False
TAS1R2,0.0,0.39184746,1.0,1.0,False
AL441943.2,0.0,0.6552514,1.0,1.0,False
AL355361.1,0.0,0.0,1.0,1.0,False
AL139424.1,0.0,0.0,1.0,1.0,False
IGSF21-AS1,0.0,0.0,1.0,1.0,False
AC024884.2,0.0,0.0,1.0,1.0,False
AC004895.1,0.0,-0.010627302,1.0,1.0,False
FAM220A,0.0,0.0,1.0,1.0,False
TRIL,0.0,0.08600484,1.0,1.0,False
HOXC13-AS,0.0,0.0,1.0,1.0,False
PABPC5-AS1,0.0,0.0,1.0,1.0,False
AL451105.2,0.0,0.0,1.0,1.0,False
LINC02800,0.0,0.0,1.0,1.0,False
IFNE,0.0,0.020593237,1.0,1.0,False
LINC01648,0.0,0.0,1.0,1.0,False
AL137027.1,0.0,0.2011712,1.0,1.0,False
SRPX2,0.0,0.17614923,1.0,1.0,False
Z83818.2,0.0,0.0,1.0,1.0,False
AC025154.2,0.0,0.0,1.0,1.0,False
DYNAP,0.0,0.0,1.0,1.0,False
NCKAP5-AS2,0.0,0.8616345,1.0,1.0,False
AC096708.3,0.0,0.30060476,1.0,1.0,False
CDH19,0.0,0.09439648,1.0,1.0,False
AC011451.4,0.0,0.38044158,1.0,1.0,False
AC073072.1,0.0,0.0,1.0,1.0,False
C12orf81,0.0,0.0,1.0,1.0,False
AQP2,0.0,0.0,1.0,1.0,False
AC108057.1,0.0,0.17295955,1.0,1.0,False
AC073336.1,0.0,0.17878643,1.0,1.0,False
HTR5A,0.0,0.0,1.0,1.0,False
AC011139.1,0.0,0.17538954,1.0,1.0,False
B4GALNT1,0.0,0.14272545,1.0,1.0,False
AL031121.2,0.0,0.0,1.0,1.0,False
MEP1B,0.0,0.11033958,1.0,1.0,False
AC012123.1,0.0,0.0,1.0,1.0,False
AC090227.3,0.0,0.0,1.0,1.0,False
AC090246.1,0.0,0.0,1.0,1.0,False
AC008543.5,0.0,0.16055281,1.0,1.0,False
AC008543.4,0.0,0.0,1.0,1.0,False
AL139393.2,0.0,0.0,1.0,1.0,False
AL590286.2,0.0,0.0,1.0,1.0,False
GPR182,0.0,0.0,1.0,1.0,False
Z97205.2,0.0,1.3059527,1.0,1.0,False
AC007009.1,0.0,0.60768825,1.0,1.0,False
AL023775.2,0.0,0.6122573,1.0,1.0,False
AL645944.2,0.0,0.0,1.0,1.0,False
AC012511.2,0.0,0.14933553,1.0,1.0,False
AL109924.2,0.0,0.0,1.0,1.0,False
LINC00242,0.0,0.0,1.0,1.0,False
AL078605.1,0.0,0.0,1.0,1.0,False
AC080011.1,0.0,0.4547061,1.0,1.0,False
SLC26A10,0.0,0.0,1.0,1.0,False
AC083809.1,0.0,0.0,1.0,1.0,False
AC078860.2,0.0,0.0,1.0,1.0,False
AC062037.3,0.0,0.0,1.0,1.0,False
AL356123.1,0.0,0.5539554,1.0,1.0,False
IGKJ5,0.0,0.0,1.0,1.0,False
IGKJ4,0.0,0.0,1.0,1.0,False
IGKJ3,0.0,0.0,1.0,1.0,False
IGKJ1,0.0,0.0,1.0,1.0,False
AC007750.1,0.0,0.0,1.0,1.0,False
AC110014.1,0.0,0.2627755,1.0,1.0,False
LINC02283,0.0,0.0,1.0,1.0,False
DPPA2,0.0,0.035942692,1.0,1.0,False
AC005703.3,0.0,0.056654178,1.0,1.0,False
AL354950.1,0.0,0.11526481,1.0,1.0,False
AL354950.3,0.0,0.0,1.0,1.0,False
AL450307.1,0.0,0.0,1.0,1.0,False
AC005277.1,0.0,0.12734517,1.0,1.0,False
HOXB6,0.0,0.35049218,1.0,1.0,False
AC010729.2,0.0,0.0,1.0,1.0,False
AC108517.2,0.0,0.6128807,1.0,1.0,False
UGT2B11,0.0,0.0,1.0,1.0,False
UGT2A1,0.0,0.13981707,1.0,1.0,False
AP003351.1,0.0,0.0,1.0,1.0,False
OR2AG1,0.0,0.0,1.0,1.0,False
AL390037.1,0.0,0.0,1.0,1.0,False
AL109807.1,0.0,0.0,1.0,1.0,False
AL049539.1,0.0,0.012963763,1.0,1.0,False
LINC02816,0.0,0.0,1.0,1.0,False
AC007218.1,0.0,0.08668286,1.0,1.0,False
AC133565.1,0.0,0.0,1.0,1.0,False
AC010834.1,0.0,0.10611522,1.0,1.0,False
AL157402.1,0.0,0.0,1.0,1.0,False
SOWAHB,0.0,0.0,1.0,1.0,False
LINC02469,0.0,0.60199064,1.0,1.0,False
SLC2A4,0.0,0.34839705,1.0,1.0,False
PTX4,0.0,0.0,1.0,1.0,False
AL133297.1,0.0,0.0,1.0,1.0,False
ADH1A,0.0,0.77683544,1.0,1.0,False
ADH1B,0.0,0.0,1.0,1.0,False
TPSAB1,0.0,0.0,1.0,1.0,False
SOX11,0.0,0.0,1.0,1.0,False
AC099518.6,0.0,0.0,1.0,1.0,False
AC068633.2,0.0,0.0,1.0,1.0,False
ODF4,0.0,0.0,1.0,1.0,False
FCAMR,0.0,0.0,1.0,1.0,False
AL691515.2,0.0,0.0,1.0,1.0,False
AL137789.2,0.0,0.0,1.0,1.0,False
AL356275.1,0.0,0.0,1.0,1.0,False
AC104237.1,0.0,0.0,1.0,1.0,False
LINC01298,0.0,0.3412393,1.0,1.0,False
LINC02278,0.0,0.0,1.0,1.0,False
LINC02191,0.0,0.53043604,1.0,1.0,False
AC008870.1,0.0,0.042833984,1.0,1.0,False
AC106052.1,0.0,0.0,1.0,1.0,False
LINC01570,0.0,0.0,1.0,1.0,False
AL121830.1,0.0,0.0,1.0,1.0,False
AC105941.1,0.0,0.476701,1.0,1.0,False
AL121901.1,0.0,0.0,1.0,1.0,False
AMTN,0.0,0.0,1.0,1.0,False
AVPR1B,0.0,0.0,1.0,1.0,False
AC095056.1,0.0,0.0,1.0,1.0,False
GP2,0.0,0.25949073,1.0,1.0,False
AC099518.2,0.0,0.0,1.0,1.0,False
AC073174.1,0.0,0.0,1.0,1.0,False
HSD17B3-AS1,0.0,0.0,1.0,1.0,False
AC098934.4,0.0,0.19819568,1.0,1.0,False
MYBPH,0.0,0.0,1.0,1.0,False
LAMP5-AS1,0.0,0.0,1.0,1.0,False
TMEM239,0.0,0.0,1.0,1.0,False
AC005695.1,0.0,0.0,1.0,1.0,False
AC092468.1,0.0,0.0,1.0,1.0,False
NKX6-2,0.0,0.26350585,1.0,1.0,False
LINC01166,0.0,0.0,1.0,1.0,False
TUSC7,0.0,0.0,1.0,1.0,False
AC023034.1,0.0,0.0,1.0,1.0,False
AC009902.3,0.0,0.0,1.0,1.0,False
PRSS48,0.0,0.0,1.0,1.0,False
LINC02435,0.0,0.0,1.0,1.0,False
AC091544.2,0.0,0.0,1.0,1.0,False
AC082650.1,0.0,0.0,1.0,1.0,False
LINC02485,0.0,0.0,1.0,1.0,False
PCDH18,0.0,0.087358326,1.0,1.0,False
AC009121.2,0.0,0.0,1.0,1.0,False
AC016396.1,0.0,0.0,1.0,1.0,False
AVP,0.0,0.0,1.0,1.0,False
IL20,0.0,0.0,1.0,1.0,False
OR2T11,0.0,0.0,1.0,1.0,False
NTF4,0.0,0.0,1.0,1.0,False
LINC01874,0.0,0.0,1.0,1.0,False
AC141930.1,0.0,0.0,1.0,1.0,False
ANXA8,0.0,0.7176905,1.0,1.0,False
FAM83C-AS1,0.0,0.0,1.0,1.0,False
RASAL2-AS1,0.0,0.2424808,1.0,1.0,False
CLEC20A,0.0,0.18690924,1.0,1.0,False
AL391095.2,0.0,0.0,1.0,1.0,False
LINC02509,0.0,1.1289204,1.0,1.0,False
COX4I2,0.0,0.72978634,1.0,1.0,False
OR5H1,0.0,0.0,1.0,1.0,False
AC107029.1,0.0,0.01469021,1.0,1.0,False
AC133634.1,0.0,0.26774406,1.0,1.0,False
AC127540.2,0.0,0.0,1.0,1.0,False
AC104024.2,0.0,0.61122864,1.0,1.0,False
AC104024.3,0.0,0.0,1.0,1.0,False
PRICKLE2-AS3,0.0,0.0,1.0,1.0,False
ADAMTS9-AS1,0.0,0.3789049,1.0,1.0,False
TPSB2,0.0,0.0,1.0,1.0,False
CSNK2A3,0.0,0.029215043,1.0,1.0,False
AC124276.2,0.0,0.0,1.0,1.0,False
AC090572.2,0.0,0.058218062,1.0,1.0,False
AC104779.1,0.0,0.0,1.0,1.0,False
MSMB,0.0,0.15444872,1.0,1.0,False
LINC02682,0.0,0.0,1.0,1.0,False
CHMP4C,0.0,0.0076820045,1.0,1.0,False
SLC7A11-AS1,0.0,0.12090729,1.0,1.0,False
AC016987.1,0.0,0.8925089,1.0,1.0,False
AC087636.1,0.0,0.8081209,1.0,1.0,False
AC027228.2,0.0,0.0,1.0,1.0,False
BNC1,0.0,0.3487484,1.0,1.0,False
AC243562.3,0.0,0.0,1.0,1.0,False
AC009869.1,0.0,0.0,1.0,1.0,False
LINC00842,0.0,0.0,1.0,1.0,False
FAM245B,0.0,1.0607274,1.0,1.0,False
DM1-AS,0.0,0.0,1.0,1.0,False
OR2L8,0.0,0.27373168,1.0,1.0,False
LINC02173,0.0,0.7385324,1.0,1.0,False
AC006111.3,0.0,0.0,1.0,1.0,False
NKX6-1,0.0,0.0,1.0,1.0,False
AC003965.1,0.0,0.30877885,1.0,1.0,False
AC107067.2,0.0,0.0,1.0,1.0,False
AC004054.1,0.0,0.0,1.0,1.0,False
AC074124.1,0.0,0.0,1.0,1.0,False
AC091078.2,0.0,0.0,1.0,1.0,False
AC026402.2,0.0,0.0,1.0,1.0,False
PTH2,0.0,0.0,1.0,1.0,False
PDIA2,0.0,0.034639195,1.0,1.0,False
PCSK6-AS1,0.0,0.013065069,1.0,1.0,False
LRIT3,0.0,-0.008165975,1.0,1.0,False
PANCR,0.0,0.4808124,1.0,1.0,False
AC108515.1,0.0,0.0,1.0,1.0,False
AL355482.2,0.0,0.0,1.0,1.0,False
AL078587.1,0.0,0.307979,1.0,1.0,False
LINC01633,0.0,0.0,1.0,1.0,False
AL691515.1,0.0,0.0,1.0,1.0,False
Z97200.1,0.0,0.0,1.0,1.0,False
AL021026.1,0.0,0.0,1.0,1.0,False
AC026523.4,0.0,0.0,1.0,1.0,False
AC079341.2,0.0,0.0,1.0,1.0,False
AC015660.1,0.0,0.5909667,1.0,1.0,False
AC013762.1,0.0,-0.015240686,1.0,1.0,False
LINC02849,0.0,0.0,1.0,1.0,False
AC108457.1,0.0,0.04039408,1.0,1.0,False
LINC01699,0.0,0.0,1.0,1.0,False
AC017076.1,0.0,0.0,1.0,1.0,False
AC093503.1,0.0,0.0,1.0,1.0,False
H19,0.0,0.0,1.0,1.0,False
AC132217.2,0.0,0.0,1.0,1.0,False
AC108136.1,0.0,0.0,1.0,1.0,False
AC009142.1,0.0,0.08022062,1.0,1.0,False
AC092944.3,0.0,0.2121149,1.0,1.0,False
AC092718.9,0.0,0.0,1.0,1.0,False
KLK11,0.0,0.5630617,1.0,1.0,False
LINC02010,0.0,0.27659613,1.0,1.0,False
AC135166.1,0.0,-0.005833566,1.0,1.0,False
AC093519.2,0.0,0.047256965,1.0,1.0,False
WWTR1-AS1,0.0,0.119869955,1.0,1.0,False
GAS8-AS1,0.0,0.0,1.0,1.0,False
AC124057.1,0.0,0.0,1.0,1.0,False
AC009097.4,0.0,0.0,1.0,1.0,False
AC009097.3,0.0,0.48703122,1.0,1.0,False
AC013549.1,0.0,0.0,1.0,1.0,False
AC010536.2,0.0,0.14864977,1.0,1.0,False
DNAJB8,0.0,0.0475414,1.0,1.0,False
KLK13,0.0,0.0,1.0,1.0,False
AL358176.1,0.0,0.0,1.0,1.0,False
LINC01228,0.0,0.530793,1.0,1.0,False
LINC02815,0.0,0.37932882,1.0,1.0,False
AC011700.1,0.0,0.0,1.0,1.0,False
HCCAT5,0.0,0.0,1.0,1.0,False
CCDC39-AS1,0.0,0.071487114,1.0,1.0,False
AC012081.1,0.0,0.0,1.0,1.0,False
AC069421.3,0.0,0.0,1.0,1.0,False
AC009061.1,0.0,0.0,1.0,1.0,False
AC106706.1,0.0,0.0,1.0,1.0,False
C3orf80,0.0,0.0,1.0,1.0,False
CEACAM18,0.0,0.9058417,1.0,1.0,False
AC020914.1,0.0,0.0,1.0,1.0,False
SLN,0.0,0.0,1.0,1.0,False
AP003973.3,0.0,0.0,1.0,1.0,False
AC008750.1,0.0,0.34643853,1.0,1.0,False
AP001351.1,0.0,0.49779904,1.0,1.0,False
MMP12,0.0,0.0,1.0,1.0,False
TP53AIP1,0.0,0.0,1.0,1.0,False
NLRP4,0.0,0.050007697,1.0,1.0,False
AC040169.4,0.0,0.0,1.0,1.0,False
MUC5AC,0.0,0.0,1.0,1.0,False
AC078842.1,0.0,0.70794743,1.0,1.0,False
LINC02737,0.0,0.6389613,1.0,1.0,False
AL359844.1,0.0,0.08445136,1.0,1.0,False
AC009113.2,0.0,0.13566867,1.0,1.0,False
AC092120.1,0.0,0.079638995,1.0,1.0,False
AC108727.2,0.0,0.0,1.0,1.0,False
AC018450.2,0.0,0.0,1.0,1.0,False
GRM5-AS1,0.0,0.0,1.0,1.0,False
LINC01326,0.0,0.0,1.0,1.0,False
AC092924.2,0.0,0.30311388,1.0,1.0,False
KCNAB1-AS1,0.0,0.0,1.0,1.0,False
LINC01745,0.0,0.38801178,1.0,1.0,False
AL357972.1,0.0,0.0,1.0,1.0,False
AL122008.4,0.0,0.0,1.0,1.0,False
AL450311.1,0.0,0.17118073,1.0,1.0,False
LINC02651,0.0,0.0,1.0,1.0,False
AP003027.1,0.0,0.0,1.0,1.0,False
SULT1C2,0.0,0.08747815,1.0,1.0,False
AC006538.3,0.0,0.0,1.0,1.0,False
AP002008.3,0.0,0.0,1.0,1.0,False
AC011043.2,0.0,0.17532466,1.0,1.0,False
LINC02719,0.0,0.3519206,1.0,1.0,False
TRBV7-7,0.0,0.64411366,1.0,1.0,False
OTOP1,0.0,0.1836579,1.0,1.0,False
OR51B5,0.0,0.030251924,1.0,1.0,False
OR51B2,0.0,0.0,1.0,1.0,False
ROPN1,0.0,1.2271627,1.0,1.0,False
ADGRA1,0.0,0.0,1.0,1.0,False
AC103833.2,0.0,0.0,1.0,1.0,False
AC092902.6,0.0,0.3809883,1.0,1.0,False
LINC02131,0.0,0.0,1.0,1.0,False
AC005692.3,0.0,0.0,1.0,1.0,False
DAZ3,0.0,0.0,1.0,1.0,False
DAZ4,0.0,0.0,1.0,1.0,False
AC084864.1,0.0,0.5581445,1.0,1.0,False
AP002448.1,0.0,0.0,1.0,1.0,False
MMP7,0.0,0.10172504,1.0,1.0,False
AC009145.2,0.0,0.0,1.0,1.0,False
KRTAP5-1,0.0,0.0,1.0,1.0,False
AC104656.1,0.0,0.0,1.0,1.0,False
AC106894.1,0.0,0.028943079,1.0,1.0,False
SCRT2,0.0,0.0,1.0,1.0,False
AL122018.2,0.0,0.0,1.0,1.0,False
KLK7,0.0,0.22608079,1.0,1.0,False
AL034548.2,0.0,0.0,1.0,1.0,False
AC019103.1,0.0,0.0,1.0,1.0,False
ADIPOQ-AS1,0.0,0.0,1.0,1.0,False
AC007920.2,0.0,0.0,1.0,1.0,False
LINC01653,0.0,0.0,1.0,1.0,False
AL358176.4,0.0,0.0,1.0,1.0,False
AL390760.1,0.0,0.0,1.0,1.0,False
AL442224.1,0.0,0.71676284,1.0,1.0,False
LINC00845,0.0,0.0,1.0,1.0,False
AC020763.1,0.0,0.33316392,1.0,1.0,False
AL354824.1,0.0,0.0,1.0,1.0,False
AC010328.1,0.0,0.0,1.0,1.0,False
SCGB1C1,0.0,0.0,1.0,1.0,False
RHO,0.0,0.0,1.0,1.0,False
AC137761.1,0.0,0.42912465,1.0,1.0,False
TNNT2,0.0,0.15947308,1.0,1.0,False
SLC34A2,0.0,0.45234838,1.0,1.0,False
OR56A3,0.0,0.0,1.0,1.0,False
C16orf92,0.0,0.23278663,1.0,1.0,False
ZG16,0.0,0.0,1.0,1.0,False
AC024132.3,0.0,0.0,1.0,1.0,False
AC138894.2,0.0,0.0,1.0,1.0,False
AC023813.4,0.0,0.023666322,1.0,1.0,False
MYH4,0.0,0.0,1.0,1.0,False
LINC01566,0.0,0.0,1.0,1.0,False
FGFBP1,0.0,0.0,1.0,1.0,False
AC108063.2,0.0,0.0,1.0,1.0,False
AC018552.3,0.0,0.0,1.0,1.0,False
AC129507.1,0.0,0.0,1.0,1.0,False
TLE7,0.0,0.0,1.0,1.0,False
AP000428.1,0.0,0.0,1.0,1.0,False
AC073023.1,0.0,0.0,1.0,1.0,False
ETV5-AS1,0.0,0.0,1.0,1.0,False
TNNI3,0.0,0.38644636,1.0,1.0,False
AC020922.4,0.0,0.09496117,1.0,1.0,False
AL627308.3,0.0,0.120450735,1.0,1.0,False
AC129507.4,0.0,0.0,1.0,1.0,False
AC092574.1,0.0,0.0,1.0,1.0,False
LINC01391,0.0,0.41983095,1.0,1.0,False
AL365184.1,0.0,0.0,1.0,1.0,False
AL513318.2,0.0,0.5494842,1.0,1.0,False
AL353150.1,0.0,0.0,1.0,1.0,False
OR2T8,0.0,0.0,1.0,1.0,False
ZSCAN5B,0.0,0.5973683,1.0,1.0,False
AC006116.5,0.0,0.0048871497,1.0,1.0,False
LINC01717,0.0,0.0,1.0,1.0,False
LINC01698,0.0,0.37053335,1.0,1.0,False
MIR205HG,0.0,0.0,1.0,1.0,False
